order_number,product_key,customer_id,order_date,ship_date,due_date,sales_amount,sales_quantity,sales_price
SO51297,BK-R19B-52,29356,2013-01-04,2013-01-11,2013-01-16,540,1,540
SO51609,TI-M602,13746,2013-01-23,2013-01-30,2013-02-04,30,1,30
SO51624,HL-U509-R,21857,2013-01-24,2013-01-31,2013-02-05,35,1,35
SO51673,HL-U509-B,16400,2013-01-27,2013-02-03,2013-02-08,35,1,35
SO52010,PK-7098,11323,2013-01-30,2013-02-06,2013-02-11,2,1,2
SO52089,SH-W890-M,18935,2013-02-01,2013-02-08,2013-02-13,70,1,70
SO52198,TT-R982,12502,2013-02-03,2013-02-10,2013-02-15,4,1,4
SO52268,BC-R205,25752,2013-02-04,2013-02-11,2013-02-16,9,1,9
SO52283,CA-1098,12091,2013-02-05,2013-02-12,2013-02-17,9,1,9
SO52291,PK-7098,26032,2013-02-05,2013-02-12,2013-02-17,2,1,2
SO52581,FE-6654,19570,2013-02-11,2013-02-18,2013-02-23,22,1,22
SO52613,HL-U509-B,25701,2013-02-11,2013-02-18,2013-02-23,35,1,35
SO52661,CA-1098,28769,2013-02-12,2013-02-19,2013-02-24,9,1,9
SO52699,TT-M928,15461,2013-02-13,2013-02-20,2013-02-25,5,1,5
SO52762,GL-H102-M,11534,2013-02-14,2013-02-21,2013-02-26,24,1,24
SO52765,BC-R205,26317,2013-02-14,2013-02-21,2013-02-26,9,1,9
SO52789,HL-U509-R,11078,2013-02-15,2013-02-22,2013-02-27,35,1,35
SO52967,WB-H098,11353,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO53058,PK-7098,27777,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53092,TI-M267,11185,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53107,TI-M267,17738,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53143,LJ-0192-L,11520,2013-02-22,2013-03-01,2013-03-06,50,1,50
SO53205,RA-H123,11330,2013-02-23,2013-03-02,2013-03-07,120,1,120
SO53245,TT-M928,21566,2013-02-24,2013-03-03,2013-03-08,5,1,5
SO53395,SJ-0194-L,19406,2013-02-26,2013-03-05,2013-03-10,54,1,54
SO53432,PK-7098,24713,2013-02-27,2013-03-06,2013-03-11,2,1,2
SO53720,HL-U509,18489,2013-03-02,2013-03-09,2013-03-14,35,1,35
SO53764,BK-T18U-50,27791,2013-03-02,2013-03-09,2013-03-14,742,1,742
SO53957,LJ-0192-M,22697,2013-03-06,2013-03-13,2013-03-18,50,1,50
SO53969,GL-H102-S,18746,2013-03-06,2013-03-13,2013-03-18,24,1,24
SO54043,TI-M602,21255,2013-03-08,2013-03-15,2013-03-20,30,1,30
SO54049,HY-1023-70,12318,2013-03-08,2013-03-15,2013-03-20,55,1,55
SO54218,HL-U509,11262,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO54225,FE-6654,13490,2013-03-11,2013-03-18,2013-03-23,22,1,22
SO54261,CL-9009,21373,2013-03-12,2013-03-19,2013-03-24,8,1,8
SO43803,BK-R93R-56,21741,2011-01-22,2011-01-29,2011-02-03,3578,1,3578
SO43939,BK-R93R-48,16659,2011-02-02,2011-02-09,2011-02-14,3578,1,3578
SO44337,BK-M82B-48,11097,2011-04-04,2011-04-11,2011-04-16,3375,1,3375
SO44353,BK-R50R-44,14591,2011-04-07,2011-04-14,2011-04-19,699,1,699
SO44354,BK-R50B-62,14603,2011-04-07,2011-04-14,2011-04-19,699,1,699
SO44812,BK-R93R-56,28988,2011-06-01,2011-06-08,2011-06-13,3578,1,3578
SO44926,BK-R50R-48,25706,2011-06-16,2011-06-23,2011-06-28,699,1,699
SO45381,BK-M82S-38,19988,2011-08-06,2011-08-13,2011-08-18,3400,1,3400
SO45488,BK-R93R-44,19577,2011-08-24,2011-08-31,2011-09-05,3578,1,3578
SO45611,BK-R93R-62,11535,2011-09-02,2011-09-09,2011-09-14,3578,1,3578
SO45625,BK-R93R-56,11307,2011-09-04,2011-09-11,2011-09-16,3578,1,3578
SO45676,BK-M82B-42,11765,2011-09-12,2011-09-19,2011-09-24,3375,1,3375
SO46163,BK-R93R-48,12042,2011-11-05,2011-11-12,2011-11-17,3578,1,3578
SO46182,BK-M82S-44,11995,2011-11-08,2011-11-15,2011-11-20,3400,1,3400
SO46419,BK-M82S-38,12021,2011-12-03,2011-12-10,2011-12-15,3400,1,3400
SO46461,BK-R93R-44,20821,2011-12-09,2011-12-16,2011-12-21,3578,1,3578
SO46755,BK-R50B-52,26023,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO47096,BK-M68S-42,26283,2012-02-01,2012-02-08,2012-02-13,2071,1,2071
SO47164,BK-M68B-42,12123,2012-02-10,2012-02-17,2012-02-22,2049,1,2049
SO47268,BK-R89B-48,21402,2012-02-20,2012-02-27,2012-03-03,2182,1,2182
SO47297,BK-R89B-52,13385,2012-02-23,2012-03-01,2012-03-06,2182,1,2182
SO47765,BK-M68B-42,26343,2012-04-04,2012-04-11,2012-04-16,2049,1,2049
SO48133,BK-R89B-52,22571,2012-05-07,2012-05-14,2012-05-19,2182,1,2182
SO48501,BK-R64Y-40,19362,2012-06-08,2012-06-15,2012-06-20,1000,1,1000
SO48638,BK-R50B-60,15475,2012-06-20,2012-06-27,2012-07-02,783,1,783
SO49329,BK-R64Y-44,17754,2012-08-16,2012-08-23,2012-08-28,1000,1,1000
SO50570,BK-R89B-52,13939,2012-11-20,2012-11-27,2012-12-02,2182,1,2182
SO50628,BK-R89R-44,17902,2012-11-26,2012-12-03,2012-12-08,2443,1,2443
SO50631,BK-R64Y-40,19511,2012-11-26,2012-12-03,2012-12-08,1000,1,1000
SO50833,BK-M68S-42,15754,2012-12-04,2012-12-11,2012-12-16,2071,1,2071
SO50940,BK-M68B-42,13408,2012-12-14,2012-12-21,2012-12-26,2049,1,2049
SO51206,BK-M68B-42,11400,2012-12-30,2013-01-06,2013-01-11,2295,1,2295
SO51247,WB-H098,11249,2013-01-01,2013-01-08,2013-01-13,5,1,5
SO51278,BK-T18U-54,27766,2013-01-03,2013-01-10,2013-01-15,742,1,742
SO51536,BK-R79Y-40,18698,2013-01-19,2013-01-26,2013-01-31,1701,1,1701
SO51585,HL-U509-R,19240,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51880,WB-H098,12204,2013-01-28,2013-02-04,2013-02-09,5,1,5
SO51997,PK-7098,18174,2013-01-30,2013-02-06,2013-02-11,2,1,2
SO52224,BC-R205,23635,2013-02-04,2013-02-11,2013-02-16,9,1,9
SO52261,PK-7098,13758,2013-02-04,2013-02-11,2013-02-16,2,1,2
SO52286,BC-M005,11146,2013-02-05,2013-02-12,2013-02-17,10,1,10
SO52314,TT-M928,11260,2013-02-05,2013-02-12,2013-02-17,5,1,5
SO52317,BC-R205,11350,2013-02-05,2013-02-12,2013-02-17,9,1,9
SO52579,TT-M928,11098,2013-02-11,2013-02-18,2013-02-23,5,1,5
SO52697,TT-M928,22739,2013-02-13,2013-02-20,2013-02-25,5,1,5
SO52922,TT-M928,12071,2013-02-17,2013-02-24,2013-03-01,5,1,5
SO52925,TI-R628,19380,2013-02-17,2013-02-24,2013-03-01,25,1,25
SO52998,WB-H098,11528,2013-02-19,2013-02-26,2013-03-03,5,1,5
SO53034,CA-1098,18346,2013-02-20,2013-02-27,2013-03-04,9,1,9
SO53074,TT-M928,21212,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53241,BK-M68B-42,11423,2013-02-24,2013-03-03,2013-03-08,2295,1,2295
SO53279,HL-U509,11815,2013-02-24,2013-03-03,2013-03-08,35,1,35
SO53637,BC-M005,21445,2013-02-28,2013-03-07,2013-03-12,10,1,10
SO53684,TT-M928,11142,2013-03-01,2013-03-08,2013-03-13,5,1,5
SO53744,LJ-0192-M,15105,2013-03-02,2013-03-09,2013-03-14,50,1,50
SO53785,BK-M38S-42,13795,2013-03-03,2013-03-10,2013-03-15,769,1,769
SO53807,TT-M928,14788,2013-03-03,2013-03-10,2013-03-15,5,1,5
SO54175,BK-T18U-62,27792,2013-03-10,2013-03-17,2013-03-22,742,1,742
SO54265,BK-R89B-44,19471,2013-03-12,2013-03-19,2013-03-24,2443,1,2443
SO44180,BK-M82S-48,11058,2011-03-09,2011-03-16,2011-03-21,3400,1,3400
SO44344,BK-R93R-62,14427,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO45103,BK-R93R-62,29140,2011-07-06,2011-07-13,2011-07-18,3578,1,3578
SO45258,BK-R50B-48,25712,2011-07-30,2011-08-06,2011-08-11,699,1,699
SO45472,BK-R93R-52,19095,2011-08-22,2011-08-29,2011-09-03,3578,1,3578
SO45756,BK-R93R-52,11625,2011-09-24,2011-10-01,2011-10-06,3578,1,3578
SO45953,BK-R93R-56,23859,2011-10-20,2011-10-27,2011-11-01,3578,1,3578
SO46121,BK-R93R-48,12069,2011-10-30,2011-11-06,2011-11-11,3578,1,3578
SO46209,BK-R93R-48,12849,2011-11-11,2011-11-18,2011-11-23,3578,1,3578
SO47139,BK-R89B-48,13238,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47842,BK-R50R-60,15338,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO48104,BK-R50R-60,20859,2012-05-02,2012-05-09,2012-05-14,783,1,783
SO48189,BK-R50R-62,15371,2012-05-16,2012-05-23,2012-05-28,783,1,783
SO48267,BK-R50R-44,27102,2012-05-27,2012-06-03,2012-06-08,783,1,783
SO48457,BK-M68B-46,13110,2012-06-04,2012-06-11,2012-06-16,2049,1,2049
SO48632,BK-R89B-58,17192,2012-06-20,2012-06-27,2012-07-02,2182,1,2182
SO48645,BK-R64Y-44,14283,2012-06-21,2012-06-28,2012-07-03,1000,1,1000
SO49192,BK-R64Y-44,19040,2012-08-02,2012-08-09,2012-08-14,1000,1,1000
SO49296,BK-M68S-46,14010,2012-08-12,2012-08-19,2012-08-24,2071,1,2071
SO49398,BK-R50R-52,26745,2012-08-22,2012-08-29,2012-09-03,783,1,783
SO49625,BK-R64Y-38,25053,2012-09-04,2012-09-11,2012-09-16,1000,1,1000
SO49803,BK-R89R-52,15931,2012-09-26,2012-10-03,2012-10-08,2443,1,2443
SO50509,BK-R89R-52,16415,2012-11-14,2012-11-21,2012-11-26,2443,1,2443
SO50902,BK-R89R-44,24506,2012-12-10,2012-12-17,2012-12-22,2443,1,2443
SO51237,BC-M005,11061,2012-12-31,2013-01-07,2013-01-12,10,1,10
SO51333,TI-R628,22631,2013-01-06,2013-01-13,2013-01-18,25,1,25
SO51380,TI-M823,11295,2013-01-09,2013-01-16,2013-01-21,35,1,35
SO51420,BK-M68B-46,11109,2013-01-11,2013-01-18,2013-01-23,2295,1,2295
SO51434,BK-T44U-50,23688,2013-01-12,2013-01-19,2013-01-24,1215,1,1215
SO51549,BC-R205,21858,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51660,WB-H098,12461,2013-01-26,2013-02-02,2013-02-07,5,1,5
SO51687,HL-U509-R,14181,2013-01-27,2013-02-03,2013-02-08,35,1,35
SO51889,SJ-0194-L,27659,2013-01-28,2013-02-04,2013-02-09,54,1,54
SO51936,HL-U509-R,11287,2013-01-29,2013-02-05,2013-02-10,35,1,35
SO51965,TI-R982,18250,2013-01-30,2013-02-06,2013-02-11,33,1,33
SO52102,BC-M005,12724,2013-02-01,2013-02-08,2013-02-13,10,1,10
SO52157,BK-R64Y-38,24609,2013-02-03,2013-02-10,2013-02-15,1120,1,1120
SO52225,TT-R982,29014,2013-02-04,2013-02-11,2013-02-16,4,1,4
SO52265,BC-M005,15558,2013-02-04,2013-02-11,2013-02-16,10,1,10
SO52286,TI-M267,11146,2013-02-05,2013-02-12,2013-02-17,25,1,25
SO52286,CA-1098,11146,2013-02-05,2013-02-12,2013-02-17,9,1,9
SO52426,TT-R982,24516,2013-02-08,2013-02-15,2013-02-20,4,1,4
SO52498,SH-W890-M,27420,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52572,BK-R64Y-44,19529,2013-02-10,2013-02-17,2013-02-22,1120,1,1120
SO52597,SO-R809-M,16563,2013-02-11,2013-02-18,2013-02-23,9,1,9
SO52651,CL-9009,13318,2013-02-12,2013-02-19,2013-02-24,8,1,8
SO52692,BC-M005,21630,2013-02-13,2013-02-20,2013-02-25,10,1,10
SO52727,TT-M928,25815,2013-02-14,2013-02-21,2013-02-26,5,1,5
SO52746,HL-U509-B,14505,2013-02-14,2013-02-21,2013-02-26,35,1,35
SO52862,BC-M005,20779,2013-02-16,2013-02-23,2013-02-28,10,1,10
SO52867,PK-7098,14845,2013-02-16,2013-02-23,2013-02-28,2,1,2
SO52884,HL-U509-R,14518,2013-02-17,2013-02-24,2013-03-01,35,1,35
SO52958,BK-T18U-44,28770,2013-02-18,2013-02-25,2013-03-02,742,1,742
SO53079,PK-7098,16168,2013-02-21,2013-02-28,2013-03-05,2,1,2
SO53178,SO-R809-M,22300,2013-02-22,2013-03-01,2013-03-06,9,1,9
SO53195,CA-1098,14851,2013-02-23,2013-03-02,2013-03-07,9,1,9
SO53242,HL-U509,11482,2013-02-24,2013-03-03,2013-03-08,35,1,35
SO53291,BC-M005,12738,2013-02-25,2013-03-04,2013-03-09,10,1,10
SO53407,TT-M928,24594,2013-02-27,2013-03-06,2013-03-11,5,1,5
SO53427,TI-R628,17992,2013-02-27,2013-03-06,2013-03-11,25,1,25
SO53438,PK-7098,12069,2013-02-27,2013-03-06,2013-03-11,2,1,2
SO53685,CA-1098,22743,2013-03-01,2013-03-08,2013-03-13,9,1,9
SO53711,CA-1098,16654,2013-03-01,2013-03-08,2013-03-13,9,1,9
SO53837,HL-U509-B,11651,2013-03-04,2013-03-11,2013-03-16,35,1,35
SO53882,HY-1023-70,19619,2013-03-05,2013-03-12,2013-03-17,55,1,55
SO53901,TT-M928,16413,2013-03-05,2013-03-12,2013-03-17,5,1,5
SO53922,HL-U509-B,11781,2013-03-06,2013-03-13,2013-03-18,35,1,35
SO53960,FE-6654,12908,2013-03-06,2013-03-13,2013-03-18,22,1,22
SO53998,TT-M928,22060,2013-03-07,2013-03-14,2013-03-19,5,1,5
SO54027,BC-R205,12287,2013-03-07,2013-03-14,2013-03-19,9,1,9
SO54090,BK-M68S-46,12206,2013-03-08,2013-03-15,2013-03-20,2320,1,2320
SO54101,HL-U509,25728,2013-03-08,2013-03-15,2013-03-20,35,1,35
SO54103,BK-R64Y-42,24903,2013-03-09,2013-03-16,2013-03-21,1120,1,1120
SO54126,TI-T723,14540,2013-03-09,2013-03-16,2013-03-21,29,1,29
SO43760,BK-R93R-56,16352,2011-01-13,2011-01-20,2011-01-25,3578,1,3578
SO44146,BK-R93R-52,17310,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44841,BK-R93R-56,18335,2011-06-05,2011-06-12,2011-06-17,3578,1,3578
SO44970,BK-R93R-48,28820,2011-06-21,2011-06-28,2011-07-03,3578,1,3578
SO45088,BK-M82S-42,11398,2011-07-03,2011-07-10,2011-07-15,3400,1,3400
SO45818,BK-R50R-48,14868,2011-09-29,2011-10-06,2011-10-11,699,1,699
SO45966,BK-M82S-42,11946,2011-10-21,2011-10-28,2011-11-02,3400,1,3400
SO46189,BK-R93R-48,20606,2011-11-09,2011-11-16,2011-11-21,3578,1,3578
SO46265,BK-R93R-48,11934,2011-11-19,2011-11-26,2011-12-01,3578,1,3578
SO46441,BK-R93R-48,15661,2011-12-06,2011-12-13,2011-12-18,3578,1,3578
SO46477,BK-M82S-44,12009,2011-12-11,2011-12-18,2011-12-23,3400,1,3400
SO46550,BK-M82B-44,26097,2011-12-21,2011-12-28,2012-01-02,3375,1,3375
SO46890,BK-R89R-44,12921,2012-01-24,2012-01-31,2012-02-05,2443,1,2443
SO47149,BK-M68B-42,12669,2012-02-07,2012-02-14,2012-02-19,2049,1,2049
SO47549,BK-R50B-52,19256,2012-03-13,2012-03-20,2012-03-25,783,1,783
SO47922,BK-R89B-58,13468,2012-04-24,2012-05-01,2012-05-06,2182,1,2182
SO48103,BK-R89B-52,16389,2012-05-02,2012-05-09,2012-05-14,2182,1,2182
SO48106,BK-M68B-42,20546,2012-05-02,2012-05-09,2012-05-14,2049,1,2049
SO48121,BK-R89R-48,22410,2012-05-05,2012-05-12,2012-05-17,2443,1,2443
SO48984,BK-M68S-42,13632,2012-07-22,2012-07-29,2012-08-03,2071,1,2071
SO49256,BK-M68S-42,13997,2012-08-07,2012-08-14,2012-08-19,2071,1,2071
SO50125,BK-M68B-38,15209,2012-10-21,2012-10-28,2012-11-02,2049,1,2049
SO50146,BK-R89B-52,13897,2012-10-23,2012-10-30,2012-11-04,2182,1,2182
SO50171,BK-R89B-48,16288,2012-10-26,2012-11-02,2012-11-07,2182,1,2182
SO50847,BK-R50R-62,15953,2012-12-05,2012-12-12,2012-12-17,783,1,783
SO50897,BK-M68S-38,11432,2012-12-10,2012-12-17,2012-12-22,2071,1,2071
SO50971,BK-R50B-62,21545,2012-12-17,2012-12-24,2012-12-29,783,1,783
SO51194,FE-6654,11089,2012-12-29,2013-01-05,2013-01-10,22,1,22
SO51197,CA-1098,11448,2012-12-29,2013-01-05,2013-01-10,9,1,9
SO51333,BK-R64Y-42,22631,2013-01-06,2013-01-13,2013-01-18,1120,1,1120
SO51336,TI-R982,18243,2013-01-07,2013-01-14,2013-01-19,33,1,33
SO51352,SO-R809-M,11093,2013-01-07,2013-01-14,2013-01-19,9,1,9
SO51427,TI-M823,11243,2013-01-12,2013-01-19,2013-01-24,35,1,35
SO51450,RA-H123,11452,2013-01-13,2013-01-20,2013-01-25,120,1,120
SO51492,BK-M68S-38,11018,2013-01-16,2013-01-23,2013-01-28,2320,1,2320
SO51605,BK-R79Y-48,21056,2013-01-23,2013-01-30,2013-02-04,1701,1,1701
SO52041,SH-W890-L,15413,2013-01-31,2013-02-07,2013-02-12,70,1,70
SO52088,BC-M005,13860,2013-02-01,2013-02-08,2013-02-13,10,1,10
SO52266,BK-M68S-46,11885,2013-02-04,2013-02-11,2013-02-16,2320,1,2320
SO52356,WB-H098,20981,2013-02-06,2013-02-13,2013-02-18,5,1,5
SO52373,HL-U509-B,12035,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52438,WB-H098,22491,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52528,TI-R092,20460,2013-02-10,2013-02-17,2013-02-22,21,1,21
SO52534,FE-6654,20861,2013-02-10,2013-02-17,2013-02-22,22,1,22
SO52707,PK-7098,15052,2013-02-13,2013-02-20,2013-02-25,2,1,2
SO52806,WB-H098,29214,2013-02-15,2013-02-22,2013-02-27,5,1,5
SO52982,TI-M602,17385,2013-02-19,2013-02-26,2013-03-03,30,1,30
SO53006,BC-M005,11395,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53053,HL-U509-B,11816,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53142,SJ-0194-X,11505,2013-02-22,2013-03-01,2013-03-06,54,1,54
SO53177,PK-7098,25098,2013-02-22,2013-03-01,2013-03-06,2,1,2
SO53309,HL-U509,18223,2013-02-25,2013-03-04,2013-03-09,35,1,35
SO53316,GL-H102-L,24551,2013-02-25,2013-03-04,2013-03-09,24,1,24
SO53326,TI-M823,11314,2013-02-25,2013-03-04,2013-03-09,35,1,35
SO53327,BC-M005,18974,2013-02-25,2013-03-04,2013-03-09,10,1,10
SO53363,HL-U509,27561,2013-02-26,2013-03-05,2013-03-10,35,1,35
SO53364,TT-R982,28791,2013-02-26,2013-03-05,2013-03-10,4,1,4
SO53376,HL-U509-R,12840,2013-02-26,2013-03-05,2013-03-10,35,1,35
SO53765,HL-U509-R,11008,2013-03-02,2013-03-09,2013-03-14,35,1,35
SO53878,TT-M928,12299,2013-03-05,2013-03-12,2013-03-17,5,1,5
SO53920,HL-U509-R,24900,2013-03-06,2013-03-13,2013-03-18,35,1,35
SO53943,SO-R809-L,28302,2013-03-06,2013-03-13,2013-03-18,9,1,9
SO53947,HL-U509-R,14623,2013-03-06,2013-03-13,2013-03-18,35,1,35
SO53974,TT-T092,14790,2013-03-06,2013-03-13,2013-03-18,5,1,5
SO54125,PK-7098,21819,2013-03-09,2013-03-16,2013-03-21,2,1,2
SO54153,CA-1098,28269,2013-03-10,2013-03-17,2013-03-22,9,1,9
SO54190,HL-U509-R,12125,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO54196,HL-U509-R,14318,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO54197,TT-T092,23309,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO54251,WB-H098,11578,2013-03-12,2013-03-19,2013-03-24,5,1,5
SO44635,BK-R93R-62,18218,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44832,BK-R93R-44,28804,2011-06-04,2011-06-11,2011-06-16,3578,1,3578
SO45100,BK-R50R-44,19428,2011-07-05,2011-07-12,2011-07-17,699,1,699
SO45473,BK-R93R-62,19592,2011-08-22,2011-08-29,2011-09-03,3578,1,3578
SO45629,BK-M82S-48,11892,2011-09-04,2011-09-11,2011-09-16,3400,1,3400
SO45826,BK-R93R-62,23858,2011-10-01,2011-10-08,2011-10-13,3578,1,3578
SO45894,BK-R50B-58,19450,2011-10-12,2011-10-19,2011-10-24,699,1,699
SO45907,BK-R93R-62,20214,2011-10-13,2011-10-20,2011-10-25,3578,1,3578
SO46207,BK-M82B-38,26091,2011-11-11,2011-11-18,2011-11-23,3375,1,3375
SO46685,BK-R89B-52,12947,2011-12-30,2012-01-06,2012-01-11,2182,1,2182
SO47252,BK-M68S-38,12676,2012-02-18,2012-02-25,2012-03-01,2071,1,2071
SO47529,BK-R89B-52,13429,2012-03-11,2012-03-18,2012-03-23,2182,1,2182
SO47586,BK-R50R-44,15322,2012-03-18,2012-03-25,2012-03-30,783,1,783
SO47602,BK-R50R-60,19174,2012-03-21,2012-03-28,2012-04-02,783,1,783
SO47735,BK-R50B-52,27084,2012-03-30,2012-04-06,2012-04-11,783,1,783
SO47822,BK-M68S-42,13051,2012-04-11,2012-04-18,2012-04-23,2071,1,2071
SO48400,BK-R50R-44,20830,2012-05-30,2012-06-06,2012-06-11,783,1,783
SO49038,BK-M68B-42,21138,2012-07-30,2012-08-06,2012-08-11,2049,1,2049
SO49657,BK-R50B-48,15750,2012-09-08,2012-09-15,2012-09-20,783,1,783
SO50127,BK-R89R-52,24176,2012-10-21,2012-10-28,2012-11-02,2443,1,2443
SO50158,BK-M68S-38,15133,2012-10-24,2012-10-31,2012-11-05,2071,1,2071
SO50354,BK-R64Y-38,14456,2012-10-30,2012-11-06,2012-11-11,1000,1,1000
SO50644,BK-M68B-46,27275,2012-11-27,2012-12-04,2012-12-09,2049,1,2049
SO50651,BK-R50B-60,15888,2012-11-27,2012-12-04,2012-12-09,783,1,783
SO51205,BC-M005,11240,2012-12-30,2013-01-06,2013-01-11,10,1,10
SO51264,TI-M823,11282,2013-01-02,2013-01-09,2013-01-14,35,1,35
SO51271,BK-R79Y-44,16944,2013-01-03,2013-01-10,2013-01-15,1701,1,1701
SO51426,BK-R89B-52,18217,2013-01-12,2013-01-19,2013-01-24,2443,1,2443
SO51531,SJ-0194-L,11337,2013-01-19,2013-01-26,2013-01-31,54,1,54
SO51554,CA-1098,11266,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51572,BK-R89B-52,23759,2013-01-21,2013-01-28,2013-02-02,2443,1,2443
SO51683,SJ-0194-M,11095,2013-01-27,2013-02-03,2013-02-08,54,1,54
SO51964,HY-1023-70,18309,2013-01-29,2013-02-05,2013-02-10,55,1,55
SO52005,FE-6654,21652,2013-01-30,2013-02-06,2013-02-11,22,1,22
SO52087,SH-W890-M,19713,2013-02-01,2013-02-08,2013-02-13,70,1,70
SO52392,TT-R982,24561,2013-02-07,2013-02-14,2013-02-19,4,1,4
SO52632,WB-H098,21574,2013-02-12,2013-02-19,2013-02-24,5,1,5
SO52715,TI-R982,22893,2013-02-13,2013-02-20,2013-02-25,33,1,33
SO52720,HL-U509-B,27910,2013-02-13,2013-02-20,2013-02-25,35,1,35
SO52785,TT-R982,19448,2013-02-15,2013-02-22,2013-02-27,4,1,4
SO52923,PK-7098,21619,2013-02-17,2013-02-24,2013-03-01,2,1,2
SO53035,TT-M928,14921,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53267,TT-R982,23959,2013-02-24,2013-03-03,2013-03-08,4,1,4
SO53316,HL-U509,24551,2013-02-25,2013-03-04,2013-03-09,35,1,35
SO53320,TT-R982,27782,2013-02-25,2013-03-04,2013-03-09,4,1,4
SO53391,BK-T18Y-54,24275,2013-02-26,2013-03-05,2013-03-10,742,1,742
SO53441,TT-R982,27746,2013-02-27,2013-03-06,2013-03-11,4,1,4
SO53667,PK-7098,11071,2013-03-01,2013-03-08,2013-03-13,2,1,2
SO53864,BK-R19B-58,20425,2013-03-04,2013-03-11,2013-03-16,540,1,540
SO54069,SH-W890-L,14535,2013-03-08,2013-03-15,2013-03-20,70,1,70
SO54076,HL-U509,28374,2013-03-08,2013-03-15,2013-03-20,35,1,35
SO54244,GL-H102-M,22335,2013-03-11,2013-03-18,2013-03-23,24,1,24
SO44916,BK-R93R-44,18463,2011-06-14,2011-06-21,2011-06-26,3578,1,3578
SO45194,BK-R93R-52,29221,2011-07-20,2011-07-27,2011-08-01,3578,1,3578
SO45428,BK-M82S-44,11414,2011-08-13,2011-08-20,2011-08-25,3400,1,3400
SO45691,BK-M82S-38,11898,2011-09-14,2011-09-21,2011-09-26,3400,1,3400
SO46256,BK-R93R-56,15652,2011-11-17,2011-11-24,2011-11-29,3578,1,3578
SO46722,BK-R64Y-42,17095,2012-01-03,2012-01-10,2012-01-15,1000,1,1000
SO47127,BK-R89R-58,21258,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47244,BK-R64Y-42,19193,2012-02-18,2012-02-25,2012-03-01,1000,1,1000
SO48172,BK-R89R-48,13658,2012-05-13,2012-05-20,2012-05-25,2443,1,2443
SO48562,BK-R89B-48,17085,2012-06-13,2012-06-20,2012-06-25,2182,1,2182
SO48946,BK-M68B-38,26725,2012-07-18,2012-07-25,2012-07-30,2049,1,2049
SO49359,BK-R64Y-42,14343,2012-08-18,2012-08-25,2012-08-30,1000,1,1000
SO49578,BK-R64Y-48,19057,2012-08-31,2012-09-07,2012-09-12,1000,1,1000
SO49767,BK-M68S-46,14347,2012-09-22,2012-09-29,2012-10-04,2071,1,2071
SO49987,BK-M68B-46,15204,2012-10-07,2012-10-14,2012-10-19,2049,1,2049
SO51015,BK-R64Y-42,17891,2012-12-21,2012-12-28,2013-01-02,1000,1,1000
SO51246,WB-H098,25625,2012-12-31,2013-01-07,2013-01-12,5,1,5
SO51270,CA-1098,11341,2013-01-03,2013-01-10,2013-01-15,9,1,9
SO51275,FE-6654,11265,2013-01-03,2013-01-10,2013-01-15,22,1,22
SO51319,WB-H098,28758,2013-01-05,2013-01-12,2013-01-17,5,1,5
SO51330,HL-U509-B,28298,2013-01-06,2013-01-13,2013-01-18,35,1,35
SO51549,HL-U509-R,21858,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51622,LJ-0192-S,14927,2013-01-24,2013-01-31,2013-02-05,50,1,50
SO51639,BK-M38S-46,15630,2013-01-25,2013-02-01,2013-02-06,769,1,769
SO51923,BK-M68S-42,11420,2013-01-29,2013-02-05,2013-02-10,2320,1,2320
SO51923,FE-6654,11420,2013-01-29,2013-02-05,2013-02-10,22,1,22
SO52159,WB-H098,11996,2013-02-03,2013-02-10,2013-02-15,5,1,5
SO52180,SH-W890-S,19727,2013-02-03,2013-02-10,2013-02-15,70,1,70
SO52207,WB-H098,11056,2013-02-03,2013-02-10,2013-02-15,5,1,5
SO52235,WB-H098,23277,2013-02-04,2013-02-11,2013-02-16,5,1,5
